id,text,category
1050,"Partners <br> <br> When you visit or use a part of any website, landing page or mobile application that is co-branded or that is a part of a joint promotion involving American Honda and one or more third parties (each a Co-Branded Party), you are providing and consenting to provide your personal information and any other information collected by any Co-Branded Party to American Honda and each of the Co-Branded Parties without any other notice or further consent. We do not control Co-Branded Parties use or treatment of information you provide to them and you should consult each of their privacy policies or any separate Co-Branded privacy policy posted on or linked from the Co-Branded site to determine your rights with respect to their use and treatment of your information. <br> <br>",Third Party Sharing/Collection
1050,"Security <br> <br> American Honda has reasonable security measures in place to protect your personally identifiable information. This information is protected while being transmitted through a Secured Sockets Layer (SSL) connection. Most web pages that display personally identifiable information are encrypted using 128-bit SSL, which is an industry standard. The following brands' brochure requests, however, are not transmitted through a SSL connection: Engine, Marine, and Power Equipment. In addition, the Motorcycle brand site does not currently transmit brochure and email notification requests through an SSL connection. In addition, we have security procedures and policies in place to safeguard against loss, theft, unauthorized access, destruction, misuse, and modification of this information after we receive it. However, perfect security does not exist over the internet. If you are an owners.honda.com/owners.acura.com registrant, you can help protect your personally identifiable information by selecting the ""Log Out"" icon before you close your browser. <br> <br>",Data Security
1050,Do Not Track Signals <br> <br> Our websites do not treat browsers that send a do not track signal differently from browsers that do not send one. <br> <br>,Do Not Track
1050,"Links <br> <br> Our web sites may contain links to other sites. However, please be aware that if you access these links you will be leaving our site. As a result, we encourage users to read the privacy policies of those sites as we are not responsible for their content, links, or privacy procedures. <br> <br>",Other
1050,"Policy Updates <br> <br> If we decide to change our privacy policies and procedures, we will post those changes to this privacy policy so our users are always aware of what information we collect, how we use it, and under what circumstances, if any, we disclose it. We suggest periodically visiting this page to review our policies and procedures. <br> <br>",Policy Change
1050,Specific Web Site Provisions <br> <br> This section below addresses this Sites unique functionality and offerings specific to particular areas of each Site and serves as a supplement to the General Provisions above. <br> <br>,Other
1050,Acura <br> <br> Honda Powersports <br> <br> HRCA Clubhouse <br> <br> Honda Power Equipment <br> <br> Honda Marine <br> <br> Honda Engines <br> <br> Honda Owners/Acura Owners <br> <br> eStore <br> <br> Acurafinancialservices.com <br> <br> Hondafinancialservices.com <br> <br> Hondafinancialservices.com/ir <br> <br> Civic Tour <br> <br> American Honda Finance Corporation Financial Privacy Policy <br> <br> greendealer.honda.com <br> <br>,Other
1050,"<strong> Honda Automobiles </strong> <br> <br> Request A Quote. When you select and build your choice in a vehicle, we will present you with a complete list of your choices, as well as the vehicle's suggested retail price. We can also forward your quote to a local Honda dealer for further contact. If you choose to utilize this service, we will ask you to provide us with your name, home and email address, and your home and/or business telephone number. Although not required to do so, you may also provide us with further information such as what time of day you wish to be contacted, your vehicle trade-in information as well as any additional information or special requests. After submitting your request, you may choose to apply for credit with Honda Financial Services. If you choose to do so, in certain instances, we may forward information regarding the status of your application to the dealer you selected to receive your price quote request. If you do not want us to forward this information on to your selected dealer, you may go directly to HondaFinancialServices.com to apply. See also the Honda Financial Services Apply for Pre-Approved Credit section below to understand how Honda Financial Services handles the information provided on the credit application. Requesting a quote and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Financing Tools, Apply online for Pre-Approved Credit. If you choose to submit an application to Honda Financial Services for pre-approved credit, we will request that you provide personally identifiable information such as name, address, telephone number, social security number, date of birth, employment information, and gross monthly income. This information is collected and is used only in a manner appropriate to process your request for pre-approved credit. For example, American Honda Finance Corporation (doing business as Honda Financial Services) may use this information to investigate your credit, employment, and income to assist in our credit decision-making process. After you apply, you may also check the status of your application. In order to do so, we will request that you provide your name, zip code, and personal identification number. We also encourage you to review the American Honda Finance Corporation Financial Privacy Policy below to learn more about our protections and use of your nonpublic personal information (namely, personally identifiable financial information). <br> <br>",First Party Collection/Use
1050,"Financing Tools, Payment Calculators. You may choose to utilize our financing calculators to get an idea as to how much it may cost you to buy or lease a new or used vehicle. Using this feature will help you determine what you can afford. In doing so, you may provide certain figures such as a trade-in value or an amount owed on your current vehicle to calculate an estimated payment. We do not collect or share any of this information nor is this information personally identifiable. <br> <br>",First Party Collection/Use
1050,"Request a Brochure. If you choose to request that we mail you a specific model fact sheet or brochure or a full-line brochure, you will be required to provide us with your name and address. This information may be shared with a third party brochure fulfillment company to process your request. You may also choose to receive additional product information or be contacted by a Honda dealer. If you choose to be contacted by a Honda dealer, we will forward your name, address, and, if provided, your email address to the dealer. You may also choose to provide us with additional information about your current vehicle. Requesting a brochure, being contacted by a dealer, and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Email Newsletters. You may decide that you wish to sign up to receive email newsletters on a particular Honda model and site features or to receive newsletters about all new models, special promotions, and site features. In doing so, we will request that you provide your name and email address. Requesting email newsletters and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Email Cards. When visiting our vehicle web pages, at times, you may choose to send electronic cards to your family or friends. To do so, you will have to provide your email address and the email address of the person you wish to send a card. This information is only used for the purpose for which it is received. <br> <br>",First Party Collection/Use
1050,"<strong> Acura </strong> <br> <br> Request A Quote. When you select and build your choice in a vehicle, we will present you with a complete list of your choices, as well as the vehicle's suggested retail price. We can also forward your quote to a local Acura dealer for further contact. If you choose to utilize this service, we will ask you to provide us with your name, home and email address, and your home or business telephone number. Although not required to do so, you may also provide us with further information such as what time of day you wish to be contacted, your vehicle trade-in information as well as any additional information or special requests. After submitting your request, you may choose to apply for credit with Acura Financial Services. If you choose to do so, in certain instances, we may forward information regarding the status of your application to the dealer you selected to receive your price quote request. If you do not want us to forward this information on to your selected dealer, you may go directly to AcuraFinancialServices.com to apply. See also the Acura Financial Services Apply for Pre-Approved Credit section below to understand how Acura Financial Service handles the information provided on the credit application. Requesting a quote and providing your personal information is your choice. <br> <br>",Third Party Sharing/Collection
1050,"Financing Tools, Apply online for Pre-Approved Credit. If you choose to submit an application to Acura Financial Services for pre-approved credit, we will request that you provide personally identifiable information such as name, address, telephone number, social security number, date of birth, employment information, and gross monthly income. This information is collected and is used only in a manner appropriate to process your request for pre-approved credit. For example, American Honda Finance Corporation (doing business as Acura Financial Services) may use this information to investigate your credit, employment, and income to assist in our credit decision-making process. After you apply, you may also check the status of your application. In order to do so, we will request that you provide you name, zip code, and personal identification number. We also encourage you to review the American Honda Finance Corporation Financial Privacy Policy below to learn more about our protections and use of your nonpublic personal information (namely, personally identifiable financial information). <br> <br>",First Party Collection/Use
1050,"Financing Tools, Payment Calculators. You may choose to utilize our financing calculators to get an idea as to how much it may cost you to buy or lease a new or used vehicle. Using this feature will help you determine what you can afford. In doing so, you may provide certain figures such as a trade-in value or an amount owed on your current vehicle to calculate an estimated payment. We do not collect or share any of this information nor is this information personally identifiable. <br> <br>",First Party Collection/Use
1050,"Brochure Request. If you choose to request that we mail you a specific model brochure, a full-line brochure, or a certified pre-owned program brochure, you will be required to provide your name, address and telephone number. Your contact information may be shared with a third party brochure fulfillment company to process your request. You may also choose to be contacted by an Acura dealer. If you choose to be contacted by an Acura dealer, we will forward your contact information to the dealer. Requesting a brochure, being contacted by a dealer, and providing your personal information is your choice. <br> <br>",Third Party Sharing/Collection
1050,"Acura Store. Our site offers the ability to buy Acura Apparel and Merchandise online from a third party vendor, Bensussen Deutsch Associates Inc. (BDA). If you choose to do so, please be aware that the link to buy Acura Apparel and Merchandise will direct you to the BDA web site to which the American Honda privacy policy does not apply. As a result, we encourage users to read the privacy policy of that site, as we are not responsible for their content, links, or privacy procedures. <br> <br>",Other
1050,"<strong> Honda Powersports </strong> <br> <br> Request a Brochure. If you request that we mail you a full line brochure, you will be required to provide us with your name and address. Requesting a brochure and providing us with your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Email Notifications. You may decide that you wish to sign up to receive email notifications on a particular Honda model(s), new products, special offers, events and more. In doing so, we will request that you provide you name and email address. You may also provide your zip code. Signing up for email notifications and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,Build Your Bike/Build Your ATV/Build Your PWC/Build Your MUV. You may build a Honda model of your choice without providing personally identifiable information. <br> <br>,First Party Collection/Use
1050,"My Favorites. You may choose to register for a My Favorites account in order to save configurations of any model you build on the site. If you do so, we will request that you set up a Honda ID and password as well as provide your email address. We will use your email address to send you email notifications if you choose to opt-in to receiving information on Honda's newest products, special offers, events, and more. Once registered, you may email your configurations to friends or family. If you choose to do so, we will not store your friends or family's email addresses. <br> <br>",First Party Collection/Use
1050,"Request A Quote. When you select and build your choice in a motorcycle, scooter, ATV or watercraft, we will present you with a complete list of your choices. We can also forward your quote to a local Honda dealer for further contact. If you choose to utilize this service, we will ask you to provide us with your name, home and email address. Although not required to do so, you may also provide us with further information such as your home and/or business telephone number, your vehicle trade-in information, the time of day you wish to be contacted and whether you wish to be contacted by email or telephone as well as any additional information or special requests. Requesting a quote and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Certificate Application for Current Offers. You may choose to apply for a personalized current offer certificate that you can bring to your local Honda motorcycle dealer and use at your time of purchase. If you do so, we will request that you provide your name, home address, and email address. At such time, you may also choose whether you would like to receive additional information on Motorcycle products or whether you would like to email the link to a friend. <br> <br>",First Party Collection/Use
1050,"Apply for Pre-Approved Credit. If you choose to submit an application to us for pre-approved credit, we will request that you provide personally identifiable information such as name, address, telephone number, social security number, date of birth, employment information, and gross monthly income. This information is collected and is used only in a manner appropriate to process your request for pre-approved credit. For example, we may use this information to investigate your credit, employment, and income to assist in our credit decision-making process. We also encourage you to review the American Honda Finance Corporation Financial Privacy Policy below to learn more about our protections and use of your nonpublic personal information (namely, personally identifiable financial information). <br> <br>",First Party Collection/Use
1050,"Honda Card. You also have the choice of applying for revolving credit through a credit program between GE Capital Consumer Card Co. and Honda Card. If you choose to do so, please be aware that the link to the application will direct you to the Conseco Finance Corporation web site to which the American Honda privacy policy does not apply. As a result, we encourage users to read the privacy policy of that site, as we are not responsible for their content, links, or privacy procedures. <br> <br>",Other
1050,"<strong> HRCA Clubhouse </strong> <br> <br> HRCA Clubhouse Registration. You may choose to become a registered user in order to have greater access to the Clubhouse. If you do, you will be required to submit your name, home and email address. This information is used to provide HRCA Clubhouse services to you. <br> <br>",First Party Collection/Use
1050,"Membership Enrollment and HRCA Clubhouse Registration. If you are not already a member, you may choose to enroll online in the Honda Rider's Club of America. If you do, you will be required to submit your name, home and email address, telephone number, and credit card information. During enrollment, you will also be able to opt-in to receiving certain email notifications regarding the Clubhouse, HRCA updates, or other information. This information is collected and is used only in a manner appropriate to process your enrollment and to provide HRCA club membership services to you. <br> <br>",First Party Collection/Use
1050,"If you are already a HRCA member, you may wish to register in the HRCA Clubhouse. You will either need to provide your HRCA member number and zip code or, if you do not know your number, you may provide us with your name and address exactly as they appear on your Honda Red Rider mailing label. This information is collected and used only to validate your membership with us and to register you in the clubhouse. <br> <br>",First Party Collection/Use
1050,"Once a HRCA member, you may access your personal information in your registration profile for review and may change any information, as necessary, except for your name. <br> <br>","User Access, Edit and Deletion"
1050,"Member Directory and Instant Messaging. As a member, you may choose to participate in the HRCA member directory. If you do so, you may participate in our instant messaging feature. If you sign up for instant messaging, you will choose to allow other instant messaging users to see that you are online. You will be able to share your username, email address, city and state you live, chapter dealer, or the type of bike you own with other instant messaging members. You are not required to share any of the above information and may pick and choose on an item-by-item basis. <br> <br>",Third Party Sharing/Collection
1050,"<strong> Honda Power Equipment </strong> <br> <br> Request a Brochure. If you request that we mail you any of our brochures, you will be required to provide us with your name and address. Your email address is optional. Requesting a brochure and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"<strong> Honda Marine </strong> <br> <br> Request a Brochure. If you request that we mail you a brochure, you will be required to provide us with your name and address. Your email address is optional. Requesting a brochure and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"<strong> Honda Engines </strong> <br> <br> Request a Brochure. If you request that we mail you any of our brochures, you will be required to provide us with your name and address. Your email address is optional. Requesting a brochure and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"<strong> Honda Owners/Acura Owners </strong> <br> <br> My Vehicle. Honda Owners/Acura Owners provides access to valuable resources like maintenance schedules, roadside tips, FAQs, and account management. If you choose to register for Honda Owners/Acura Owners, you will be asked to set up a Honda ID/Acura ID and password. You will be required to submit your email address where we can send your password information, in case you forget it. Your email address will also be used to send you any messages relating to the Communication Preferences you choose to set up; for example, you may choose to receive messages from us relating to ""general information about Honda Owners/Acura Owners, such as site updates."" You may also choose not to receive any messages at all. You will also be asked to tell us the make, year, model, trim, color, and year purchased. This information is used to set up your account specific to your vehicle. You will be able to edit or delete your vehicle information any time. <br> <br>",First Party Collection/Use
1050,"You are given the option of providing us with your name, address, and telephone number. It is also optional for you to provide your Vehicle Identification Number (VIN) in order to tailor advanced features, such as maintenance reminders, service records, and recall notices to you and to your specific product. <br> <br>",First Party Collection/Use
1050,"My Profile. Once you have registered, a ""My Profile"" button will be located at the top of every Honda Owners/Acura Owners page. This is a summary of your account with us. By clicking this button, you can view and/or edit your personal information at any time by clicking the ""Edit/Update"" button. You may also change your Communication Preferences. <br> <br>","User Access, Edit and Deletion"
1050,"<strong> eStore </strong> <br> <br> The amount and type of information we collect depends on who you are and how you use eStore. eStore offers products and services to the general public as well as to independent vehicle repair shops. We collect personally identifying information if you visit the site and wish to register, purchase products, request other information, or otherwise communicate with Honda about the products/services offered on the site. When you register on the site, we will request that you set up a Honda ID/Acura ID and password for ""My Profile"". You may choose to enter your Honda or Acura's vehicle identification number (VIN) or simply choose the make, year, and model of your vehicle. You may make changes to this information at any time by selecting the edit button in the ""My Profile"" folder. <br> <br>",First Party Collection/Use
1050,"If you use eStore to purchase products online, your personally identifying information will be used to complete any transactions that you enter into, including credit card processing and, for independent repair facilities, credit checks, credit services, and debt collection. Your name, address, email address, telephone number, and where applicable, credit card information and purchase details, will be provided to the participating Honda/Acura Dealer you choose who will fulfill your order. Honda and Acura dealers are independent from American Honda. We have installed safeguards to secure and protect the credit card information used for your transactions. <br> <br>",Third Party Sharing/Collection
1050,"<strong> Acurafinancialservices.com </strong> <br> <br> Email-to-a-friend. If you wish to share information that you view on a page of this Site with a friend, we will email the web page to your friend for you. In order to do so, we will request that you provide us with your name, email address, and your friend's email address. This information is collected and used only in a manner appropriate to fulfill your request. <br> <br>",First Party Collection/Use
1050,"Apply online for Pre-Approved Credit. If you choose to submit an application to us for pre-approved credit, we will request that you provide personally identifiable information such as name, address, telephone number, social security number, date of birth, employment information, and gross monthly income. This information is collected and is used only in a manner appropriate to process your request for pre-approved credit. For example, we may use this information to investigate your credit, employment, and income to assist in our credit decision-making process. We also encourage you to review the American Honda Finance Corporation Financial Privacy Policy below to learn more about our protections and use of your nonpublic personal information (namely, personally identifiable financial information). <br> <br>",First Party Collection/Use
1050,"EasyPay Enrollment. If you are already an AHFC customer, you may decide to enroll in our convenient EasyPay program and authorize AHFC to automatically withdraw scheduled monthly payments from your bank checking or savings account. In order to enroll, we will request that you provide personally identifiable information such as your AHFC account number, the last four digits of your social security number, your bank's name and routing number, and your bank account type (checking or savings) and account number. This information is collected and used in a manner appropriate to process your EasyPay enrollment request. Note that you can also change or update your information by clicking on ""Change"" button off the EasyPay home page. <br> <br>",First Party Collection/Use
1050,"<strong> Hondafinancialservices.com </strong> <br> <br> Email-to-a-friend. If you wish to share information that you view on a page of this Site with a friend, we will email the web page to your friend for you. In order to do so, we will request that you provide us with your name, email address, and your friend's email address. This information is collected and used only in a manner appropriate to fulfill your request. <br> <br>",First Party Collection/Use
1050,"Apply online for Pre-Approved Credit. If you choose to submit an application to us for pre-approved credit, we will request that you provide personally identifiable information such as name, address, telephone number, social security number, date of birth, employment information, and gross monthly income. This information is collected and is used only in a manner appropriate to process your request for pre-approved credit. For example, we may use this information to investigate your credit, employment, and income to assist in our credit decision-making process. We also encourage you to review the American Honda Finance Corporation Financial Privacy Policy below to learn more about our protections and use of your nonpublic personal information (namely, personally identifiable financial information). <br> <br>",First Party Collection/Use
1050,"EasyPay Enrollment. If you are already an AHFC customer, you may decide to enroll in our convenient EasyPay program and authorize AHFC to automatically withdraw scheduled monthly payments from your bank checking or savings account. In order to enroll, we will request that you provide personally identifiable information such as your AHFC account number, the last four digits of your social security number, your bank's name and routing number, and your bank account type (checking or savings) and account number. This information is collected and used in a manner appropriate to process your EasyPay enrollment request. Note that you can also change or update your information by clicking on ""Change"" button off the EasyPay home page. <br> <br>",First Party Collection/Use
1050,<strong> Hondafinancialservices.com/ir </strong> <br> <br> You may obtain investor relations information without providing personally identifiable information. <br> <br>,Other
1050,"<strong> Civic Tour </strong> <br> <br> Email Sign Up. You may choose to sign up for email notifications in connection with the Civic Tour, our product information, from the bands participating in a particular Civic Tour, or from the promotional partners participating in a particular Civic Tour. <br> <br>",User Choice/Control
1050,"It is not the practice of civictour.com to share any information we gather with any third-party companies or individuals, unless you specifically request to be contacted by a band participating in a particular Civic Tour and/or a promotional partner participating in a particular Civic Tour. <br> <br>",Third Party Sharing/Collection
1050,"<strong> American Honda Finance Corporation Financial Privacy Policy </strong> <br> <br> This policy is provided by American Honda Finance Corporation and is given on behalf of the following family of companies (affiliates): <br> <br> American Honda Finance Corporation <br> <br> American Honda Service Contract Corporation <br> <br> Honda North America, Inc. <br> <br> American Honda Receivables Corp. <br> <br> American Honda Receivables Corp. II <br> <br> Honda Titling Inc./Honda Lease Trust <br> <br> Honda Funding, Inc. <br> <br> Honda Titling A-D LLCs <br> <br> Honda Titling A-D LPs <br> <br> Privacy Policy Overview <br> <br>",Other
1050,"American Honda Finance Corporation (""AHFC"") respects and protects customer privacy. We know privacy is important to you and is vital to our business. As required by law, this document explains our Privacy Policy. We want you to know how we keep our customer information private and secure and how we use the information to provide you a broad range of financial services and products to serve you better. <br> <br>",Other
1050,How do we protect information? <br> <br> We maintain physical and electronic safeguards and have policies and procedures that are intended to prevent unauthorized access to consumer information. <br> <br>,Data Security
1050,"AHFC collects information from <br> <br> 1. Credit applications or from other forms that you give us (for example, your name, address, social security number, income and obligations); <br> <br> 2. Credit reporting agencies (for example, your creditworthiness and credit history); <br> <br> 3. The American Honda Finance Corporation family of companies on transactions with us that you have conducted (for example, products that you have purchased, financed or leased, your retail or lease account balance and payment history). <br> <br>",First Party Collection/Use
1050,"Sharing of information <br> <br> We may disclose information that we collect about your direct transactions (for example, account balance and payment history, as a present or former customer) among the American Honda Finance Corporation family of companies and our parent company, American Honda Motor Co., Inc. <br> <br>",Third Party Sharing/Collection
1050,"Sharing with carefully selected companies <br> <br> We may also share information about your transactions with us, our affiliates, or others (for example, your name, address, account terms/activity) with the following: <br> <br> companies that perform marketing services on our behalf or with whom we have joint marketing agreements. <br> <br> other nonaffiliated financial institutions, including automobile dealers, with which we have joint marketing agreements. <br> <br>",Third Party Sharing/Collection
1050,"Sharing with others, as the law allows <br> <br> We may also disclose: <br> <br> all of the information (see 1-3, above) that we collect about you as a present or former customer to financial service providers (for example, banks, vendors or service companies that provide statement printing and mailing or other types of services) for your accounts with AHFC, or with the affiliate to which your account may be assigned and for which AHFC provides servicing. <br> <br> information about you to nonaffiliated third parties as permitted or required by law (for example, information provided to credit reporting agencies or in response to a subpoena). <br> <br>",Third Party Sharing/Collection
1050,"If we modify our privacy policy on how we handle your personal information, we will post the revised information here, with a revised ""effective date"" at the top of this privacy policy. If there are material changes to this privacy policy or in how we will use your personal information, we may notify you by other means, such as sending an email to you or by posting a notice of such changes on our website. We encourage you to periodically review this statement to be informed of how we are protecting your information. <br> <br>",Policy Change
1050,"<strong> greendealer.honda.com </strong> <br> <br> Honda Green Dealer <br> <br> Email Newsletters. You may decide that you wish to sign up to receive email newsletters on Honda environmentally responsible products technology, green dealer guideline updates, and/or other site features. In doing so, you will be required to provide your email address and occupation, and asked to submit your first name, last name, country of origin, and organization. Requesting email newsletters and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Download the Green Dealer Guide. You may download the green dealer guideline. In doing so, you will be required to provide your email address and occupation, and asked to submit your first name, last name, country of origin, and organization before your download begins. Downloading the green dealer guideline and providing your personal information is your choice. <br> <br>",First Party Collection/Use
1050,"Locate a Green Dealer Green Dealers by Award Level. Dealerships referenced herein are Honda and Acura dealers, which are independent from American Honda. Visiting these dealers online or in person is your personal choice.",Other
1070,"<strong> Privacy Policy/Your Privacy Rights </strong> <br> <br> <strong> Last updated on August 19, 2013. </strong> <br> <br> Tribune Company is a diverse multimedia company and, together with its Affiliates, operates daily newspapers, television stations, a digital broadcast program network, and news, entertainment, and information websites. In this Privacy Policy, Affiliates refers to our subsidiaries and entities that Tribune or its subsidiaries operate or have an ownership interest in. <br> <br>",Other
1070,"This Privacy Policy applies only to the information we collect through the websites, mobile applications, electronic devices, kiosks, and all other interactive services whereby data is transmitted (hereinafter the Services) operated by Tribune Company and its subsidiaries (collectively we or us) regardless of how you access the Services, unless such website, mobile application, electronic device, kiosk, or other interactive service has a separate Privacy Policy specific to such website, application, device, kiosk, or interactive service. The Policy describes: <br> <br> <ul> <li> The information we collect and how we collect it; </ul> </li> <ul> <li> What we do with the information we collect; </ul> </li> <ul> <li> Information sharing and disclosure; </ul> </li> <ul> <li> How you can access and update your information; </ul> </li> <ul> <li> How we protect information; </ul> </li> <ul> <li> Linked sites and advertisements; </ul> </li> <ul> <li> Users from outside the United States; </ul> </li> <ul> <li> Children; </ul> </li> <ul> <li> How to contact us; </ul> </li> <ul> <li> Your California privacy rights; </ul> </li> <ul> <li> No rights of third parties; and </ul> </li> <ul> <li> Changes to this policy. </ul> </li>",First Party Collection/Use
1070,"<strong> The information we collect and how we collect it. </strong> <br> <br> How we collect and store information depends on the websites you visit, the activities in which you participate and the Services you use. You can use some of the Services without providing any information other than that automatically collected as described below. <br> <br>",Other
1070,"We may collect information about you during your use of the Services, including your name, username, password, email address, postal address, phone number, mobile phone number, payment information, gender, birth year, and information you provide or post on our Services or allow us to access when you do certain things, such as: <br> <br> <ul> <li> Enter registration information for one or more of our Services; </ul> </li> <ul> <li> Enter a sweepstakes or contest or register for a promotion; </ul> </li> <ul> <li> Participate in voting or polling activities; </ul> </li> <ul> <li> Make a purchase; </ul> </li> <ul> <li> Request certain features (e.g., newsletters, updates, and other products); </ul> </li> <ul> <li> Sign up to receive SMS (text message) notifications; </ul> </li> <ul> <li> Download or use one of our mobile applications; </ul> </li> <ul> <li> Connect with the Services or otherwise allow us to access certain information about you via a social networking site (SNS); or </ul> </li> <ul> <li> Post user-generated content to or on any of our Services. </ul> </li>",First Party Collection/Use
1070,"We may collect and store your user ID associated with a SNS account that you use to sign in to your Tribune account or connect or use with the Services. When you sign in to your Tribune account or mobile application with your SNS account information or otherwise connect to your SNS account with the Services, you authorize Tribune to collect, store, and use in accordance with this Privacy Policy any and all information available to Tribune through the SNS interface, including without limitation any information that you have made public in connection with your SNS account, information that the SNS shares with us, or information that is disclosed as being shared during the sign-in process. <br> <br>",First Party Collection/Use
1070,"We may also combine information that we collect from you with information we obtain about you from third parties and Affiliates and information derived from any other subscription, product, or service we provide. <br> <br>",First Party Collection/Use
1070,"Please be careful and responsible whenever you are online. Should you choose to voluntarily disclose information through the Services, such as via SNSs, on message boards, chat areas or in advertising or notices you post, that information can be viewed publicly and can be collected and used by third parties without our knowledge and may result in unsolicited messages from other individuals or third parties. <br> <br>",Third Party Sharing/Collection
1070,"<strong> Cookies and other electronic technologies. </strong> <br> <br> When you use the Services, we use persistent and session cookies and other tracking technologies to: (a) store your username and password; (b) analyze the usage of our sites and Services; (c) customize the Services to your preferences; and (d) control the advertising displayed by the Services. We may also use other Internet technologies, such as Flash technologies, Web beacons or pixel tags, and other similar technologies, to deliver or communicate with cookies and track your use of the Services (including to serve you ads when you are on other websites or the Internet when we can access those cookies). We also may include Web beacons in e-mail messages or newsletters to determine whether the message has been opened. As we adopt additional technology, we may also gather additional information through other methods. <br> <br>",First Party Collection/Use
1070,"We use these automated technologies to collect and analyze certain types of information we consider to be non-personal information, including: (a) information related to the devices you use to access or interact with our services, such as: IP addresses, geolocation information (as described further below), unique device identifiers and other information about your mobile phone or other mobile device(s), browser types, browser language; and (b) information related to the ways in which you interact with the Services, such as: referring and exit pages and URLs, platform type, the number of clicks, domain names, landing pages, pages viewed and the order of those pages, the amount of time spent on particular pages, the date and time you used the Services, and other similar information. We may also capture other data, such as search criteria and results. In some cases, we will associate this information with a unique Tribune identifier (that cannot be used by itself to identify you) for our internal use, in which case your Tribune identifier will be considered Tribune information and nothing in this Privacy Policy restricts how Tribune may use this information. <br> <br>",First Party Collection/Use
1070,"Most browsers automatically accept cookies, but you can modify your browser setting to decline cookies by visiting the Help portion of your browsers toolbar. If you choose to decline cookies, please note that you may not be able to sign in, customize, or use some of the interactive features of the Services. Flash cookies operate differently than browser cookies, and cookie management tools available in a web browser will not remove flash cookies. To learn more about how to manage flash cookies, you can visit the Adobe website and make changes at the Global Privacy Settings Panel. <br> <br>",User Choice/Control
1070,"<strong> Third party advertising and your choices. </strong> <br> <br> Third parties whose products or services are accessible or advertised via the Services may also place cookies or other tracking technologies on your computer, mobile phone, or other device to collect non-personal information about your use of the Services. We also allow other third parties (e.g., ad networks and ad servers) to serve tailored ads to you on the Services, and to access their own cookies or other tracking technologies on your computer, mobile phone, or other device you use to access the Services. We neither have access to, nor does this Policy govern, the use of cookies or other tracking technologies that may be placed on your computer, mobile phone, or other device you use to access the Services by non-affiliated, third-party ad technology, ad servers, ad networks or any other non-affiliated third parties. Those parties that use these technologies may offer you a way to opt out of ad targeting as described below. You may receive tailored advertising on your computer through a web browser. If you are interested in more information about tailored browser advertising and how you control cookies from being put on your computer to deliver tailored advertising, you may visit the Network Advertising Initiatives website and/or the Digital Advertising Alliances website. You also can control advertising cookies from Google, by using its Ads Preference Manager . Please note that to the extent advertising technology is integrated into the Services, you may still receive advertisements even if you opt-out of tailored advertising. <br> <br>",Third Party Sharing/Collection
1070,"When using a mobile application you may receive tailored in-application advertisements. Each operating system, iOS for Apple phones, Android for Android devices and Windows for Microsoft devices provides its own instructions on how to prevent the delivery of tailored in-application advertisements. You may review the support materials and/or the privacy settings for the respective operating systems in order to opt-out of tailored in-application advertisements. For any other devices and/or operating systems, please visit the privacy settings for the applicable device or contact the applicable platform operator. <br> <br>",User Choice/Control
1070,"<strong> Device location information. </strong> <br> <br> We may collect different types of information about your location, including general information (e.g., IP address, zip code) and more specific information (e.g., GPS-based functionality on mobile devices used to access the Services), and may use that information to customize the Services with location-based information, advertising, and features. For example, if you provide a zip code that indicates that you live in Chicago, the Services may be customized with Chicago-specific information and advertisements. In order to do this, your location information may be passed along to our Affiliates, agents, vendors or advertisers. If you access the Services through a mobile device and you do not want your device to provide us with location-tracking information, you can disable the GPS or other location-tracking functions on your device, provided your device allows you to do this. See your device manufacturers instructions for further details. <br> <br>",First Party Collection/Use
1070,"<strong> What we do with the information we collect. </strong> <br> <br> We use the information that we collect for the following purposes: <br> <br> <ul> <li> For the purposes for which you provided it; </ul> </li> <ul> <li> To send you information about your relationship or transactions with us; </ul> </li> <ul> <li> To send you alerts or other communications via SMS messages or other media or networks; </ul> </li> <ul> <li> To notify you about new features of the Services, special events, or products, services, and special offers; </ul> </li> <ul> <li> To administer sweepstakes and contests; </ul> </li> <ul> <li> To process and respond to your inquiries; </ul> </li> <ul> <li> To contact you with information that we believe will be of interest to you; </ul> </li> <ul> <li> To attribute content that you make available through the Services; </ul> </li> <ul> <li> To generate and review reports and data about our user base and Service usage patterns; </ul> </li> <ul> <li> To analyze the accuracy, effectiveness, usability, or popularity of the Services; </ul> </li> <ul> <li> To improve the content and features of the Services or develop new Services; </ul> </li> <ul> <li> To allow us to personalize the content and advertising that you see on the Services; </ul> </li> <ul> <li> To enforce the legal terms that govern your use of the Services; and </ul> </li> <ul> <li> To administer and troubleshoot the Services. </ul> </li>",First Party Collection/Use
